text,rating,time,user_id,gmap_id,category,description,avg_rating,num_of_reviews,violation_type
Absolutely beautiful campus with a fantastic view of the ocean. We took our son for a guided tour as he will be attending this University after his High School graduation. Everyone was extremely helpful and friendly. Made me wish I was a teenager again so I could go there. I feel very confident that my boy will be in good hands.,5,1619850616292,101554141221952371502,0x80dd49bcc5a2d237:0x7ac7007c99a0f727,['University'],,4.0,37,4
BK all day every day . And Flexx. Lol . The franchise of all franchise 👏... That's a whopper of a Statement.,5,1612908756077,113762009941807913599,0x80d139451e6fb3c3:0x29adb23b4fdd5773,['Fast food restaurant'],"Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.",3.3,682,4
"I played this game with my friend like when I was 8 or 9, now I am 17. I sometimes play Fireboy and Watergirl hudgames game every weekend",5,1588579948890,106549798446126455994,0x80dc71fde4f7551d:0x1927d358912b8f65,"['Peruvian restaurant', 'Latin American restaurant', 'Restaurant']",Snug strip-mall eatery serving plates of rotisserie chicken & other Peruvian fare in a modern space.,4.4,666,2
There was a staff member there named Jamie who was absolutely disgusting. The guy went into the bathroom came out handled money Register paper and all sorts of things and then went back and started cooking without washing his hands or using gloves. Then he was so rude when I made mention of what he should have been properly doing he decided to become combative with me. His clothes were filthy he look like he had just rolled out of a drunk tank...,1,1537853761201,110970466106937629758,0x80c25a81b4a671f5:0x54ea1d63de516a1d,"['Fast food restaurant', 'Hot dog restaurant', 'Restaurant']",Fast-food chain featuring a variety of hot dogs plus chili burgers & sandwiches.,3.9,238,4
They Did Awesome Making My Complicated Order,4,1527729090973,118151209286964648212,0x8084ab5944cc2bdd:0xa56d46ee8a3067a9,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",4.3,473,4
"So many shops to go into, great environment with popular food places",5,1573016259440,104801373686431212914,0x80c2be46565c3077:0x6e35bc2499c0a55c,"['Shopping mall', 'Amusement center', 'Tourist attraction']","High-energy hub of shops, eateries & nightclubs plus entertainment such as a cinema & bowling alley.",4.6,9998,4
"TONKOTSU ramen was so good! Only few tables and chairs, not so clean in the restaurant. And egg roll that I ordered was not special, normal...",5,1471989937746,117898258817307888546,0x80dd2ec8e31fbbbd:0xfcc455e8fb86e481,"['Japanese restaurant', 'Asian restaurant']",Ramen & other Japanese dishes are made with varying spice levels at this comfy nook in a strip mall.,4.4,48,4
I'm back.,4,1613450292754,101164036181772891620,0x80dc9d8a65e6e025:0x62f3460a97bfb0c3,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,4.6,4533,4
"Great!!, just too much of a long wait",5,1521284204377,106831902565793755345,0x80905392a2220445:0xebf9c2305b7955d,['Bakery'],,4.7,168,4
Great food and great location.,5,1534981618343,101683546805797158237,0x808514532646b669:0x300841f1f0016d5c,"['Diner', 'Restaurant']","Cheery, colorful diner with checkered floors & vintage posters serving daytime eats & coffee.",4.6,1026,4
Cool vibe. Kelly gives a great haircut.,5,1462918865020,117310406277683406617,0x80dce5a64b631985:0xbe30775516ccbf12,['Barber shop'],,4.8,78,4
Nice busy,3,1498276634747,109311943939946112348,0x808f7e2855555555:0x40642446720e6e14,['Bakery'],"Long-running family-owned bakery specializing in custom cakes plus pies, cheesecakes & focaccia.",4.6,648,4
Very good food,5,1506971079670,106974076858857345636,0x809053da878556db:0x5953e1eb12b62ad8,['Steak house'],,4.1,476,4
"You need to get yourself back on track? They can help you. Women with kids, they got you too.",5,1561599174366,116006519388215030519,0x80c2c636c2fa2c6d:0xef7a4c4e6bf25c2,"['Homeless shelter', 'Homeless service', 'Social services organization']",,3.8,598,4
I have been getting haircut here for the last three years. Never disappointed.,5,1598476399067,115561428289832871695,0x80dbf9c6098c9eff:0xe0751f9aaf467d33,"['Barber shop', 'Hair salon']",,4.3,128,4
It's was great. For fast food,4,1504844295478,114048979078228761269,0x809aa7039654d019:0x9589d196040c3ff1,['Fast food restaurant'],"Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.",3.2,438,4
Will lie. To your face,1,1503550536992,117468832657823931051,0x80e9acf22fd46827:0x6c7e6909357cdb0c,['Thrift store'],,4.1,138,2
Friendly,4,1511346374108,107269904518724614196,0x80853d318ec0e807:0x4618a557b04ece18,['Shopping mall'],,4.0,334,4
Nice park love it great for plcnics family reunions and parties,5,1567257104461,109202522270303051366,0x80c2b5a81e72c349:0x8465a195e897e46,"['Water park', 'Tourist attraction']","Outdoor public playground with swings, climbing equipment & a kid-friendly fountain.",4.5,895,4
"(Translated by Google) Excellent

(Original)
Excelente",5,1515113881496,101254045298477053203,0x808dff1a55b6210f:0x3a51edc814fff34c,"['Home improvement store', 'Appliance store', 'Bathroom supply store', 'Cabinet store', 'Hardware store', 'Lighting store', 'Paint store', 'Rug store', 'Tool store', 'Window treatment store']","Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",4.1,1121,4
The food was amazing * it's going to be a regular spot for me. Thank you grandson for turning me on to it!,5,1517230934272,111173422468412612350,0x80dd3395cf8cef13:0x7071c27144c02b6f,"['Mexican restaurant', 'Caterer']","Family Mexican spot known for soft & hard tacos plus cocktails & burritos in chill, beachy digs.",4.2,168,4
Not a good taste. Too many fries and the flavor of the chicken is terrible,1,1554086426594,106331816616716728503,0x80c2970e741cb7c1:0xa3f2f5a2ca58a490,"['Peruvian restaurant', 'Restaurant']","Modest, no-nonsense counter-serve specializing in Peruvian roast chicken & traditional sides.",4.3,478,4
Very cool staff. Fun to talk to and they were so patient and considerate of my younguns who are just getting into RPGs,5,1519965463999,100840411175414338337,0x808580af17659585:0x12f232c3b5e29e92,['Game store'],,4.8,506,4
"Staff is super friendly.  We got there early, so seating was quick. Plate change was frequent and we even got ice cream at the end. I am recommending this place as a regular outing spot for my friends and I.",5,1548106623550,108809050038283981002,0x80dcd5d9fea996ed:0xb2ec028f2c0d1ad4,['Korean barbecue restaurant'],"Upbeat, modern spot for all-you-can-eat Korean BBQ cooked on tabletop grills, plus beer & cocktails.",4.6,1818,4
Dinner son bday,4,1509085358969,106793653925292099948,0x80dcdf26a7265fc1:0xe1930bfbbcce40e5,"['Restaurant', 'American restaurant', 'Bar & grill', 'Takeout Restaurant']","Casual chain restaurant with a festive vibe serving beer, cocktails & a wide menu of American fare.",4.0,758,4
Family park,5,1554681059386,118312140642447005459,0x80c2b8f7320db82b:0xfbf17a96afda311f,['Recreation center'],,4.2,228,4
Very good,4,1523913592834,106605635912233882364,0x80c364343c52b527:0x7e756b9b1aac2fdc,['Shopping mall'],,4.3,28,4
Great food! Worth the wait!,5,1502741627447,114995141988114074997,0x864c1cfc3ab8cdc3:0x9b46d3bc3c6968b9,"['Hamburger restaurant', 'American restaurant', 'Diner', 'Fast food restaurant', 'Lunch restaurant', 'Restaurant']","Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.",4.7,4244,4
"Terrible experience today 5/11/2020.
Store in disarray. Obstacles in every aisle making it difficult to move and making it a safety hazard. Prices from past promotions are still up so things ring at a different price at the register. Linea are long and employees were rude. Brought all this to the attention of a so called mgr Tiffanny, she obviously doesn’t give a damn. Tried calling their number to talk to someone above her and no one picks up. Tried multiple times. A V O I D",1,1594498191019,111862556454660522069,0x80c3663d1f412471:0x273f6c07753ad50e,"['Home improvement store', 'Appliance store', 'Building materials supplier', 'Flooring store', 'Furniture store', 'Grill store', 'Hardware store', 'Lawn equipment rental service', 'Outdoor furniture store', 'Rug store']","Home-improvement chain for appliances, gardening supplies, tools & more (some offer truck rentals).",4.1,1619,4
"Great customer service , love the sandwiches! :)",5,1574722389710,113141944465566082974,0x80c331ea8678dc77:0x3e6b90e0909f7154,"['Cafe', 'Restaurant']","Laid-back cafe offering a menu of coffee, sandwiches & baked treats, plus sidewalk seating.",4.5,195,4
"(Translated by Google) Lots of variety

(Original)
Mucha variedad",5,1532278389049,109275818013569964129,0x80c2c9060385d91b:0x36a1469c6c3e844c,"['Shoe store', 'Clothing store']","Footwear chain with a range of options for adults & kids, including cleats, sneakers & dress shoes.",4.4,368,4
Great food. Quiet and clean environment. Friendly waitresses and even greeted by the Manager.,4,1476211911168,112291470191447723219,0x80dd35235e53b3eb:0xdb414c620acf499d,"['Restaurant', 'Cafeteria', 'Family restaurant', 'Seafood restaurant', 'Steak house']","Longtime casual chain known for its steak, seafood & salad bar featuring a wide variety of options.",4.1,1277,4
Service was good. Food was etible.,3,1506272270478,100007296360701341462,0x80db50a3a477a1eb:0xd1f9e78085be2585,"['Restaurant', 'American restaurant']","Chain of family-friendly diners serving breakfast, burgers & other American comfort food.",4.3,1842,4
Food arrived in a timely manner and was good. Dining room needed some attention,4,1531273593556,106056243561629173871,0x80dcb10377f2bd95:0xcff30eaea2800a0c,"['Fast food restaurant', 'American restaurant', 'Takeout restaurant', 'Mexican restaurant', 'Restaurant']","Fast-food chain for Mexican standards like tacos, burritos & quesadillas plus breakfast.",4.2,626,4
Good place for a coffee and wifi.,4,1481231385128,111357083797662635207,0x80dc71f288b18faf:0xf098e5c8912410c0,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",4.4,256,4
Love their Supreme Crosisant and service. Been going to Jack in Box since 1978 and always happy with my order. Great,5,1561455776628,104227733722247011605,0x8085791c40916635:0xb598f698329eae91,"['Fast food restaurant', 'Breakfast restaurant', 'Chicken restaurant', 'Hamburger restaurant']","Burgers, chicken, tacos & breakfast items fill out the menu at this fast-food chain.",3.7,868,4
Slow service food was cold when I got it. Worst popeyes ever.,1,1568773239717,118269140979769674156,0x80dcb0cb78e40ab1:0x49048bfdc502986c,"['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']","Louisiana-accented fast-food chain known for its spicy fried chicken, biscuits & sides.",4.0,1063,4
Good fast and hot burgers and fries,4,1530374025112,101265764310894978971,0x808f80da7214f5f1:0xc45344405a1fb029,"['Hamburger restaurant', 'American restaurant', 'Diner', 'Fast food restaurant', 'Lunch restaurant', 'Restaurant']","Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.",4.6,2475,4
The la palma burritos are bomb!!,5,1583456595365,104398477009582630924,0x80c2f8d1710f0c57:0x81d84f6fe78f9c8b,"['Mexican restaurant', 'Latin American restaurant']",,4.5,335,4
"(Translated by Google) Organized and clean

(Original)
Organizado y limpio",5,1592609531421,102875838219714099404,0x808578e797263f71:0xaaf976e769f9e272,"['Warehouse store', 'Department store']","Members-only warehouse selling a huge variety of items including bulk groceries, electronics & more.",4.4,4656,4
Great place to eat if you miss the crowd.,4,1521073375942,113249301105903953023,0x809ac5541036d865:0x7edb0ddaa1a5a0fd,"['Seafood restaurant', 'Restaurant']",,4.2,324,4
"always delicious, great and fast service!",5,1531634105851,106570401279643279418,0x80c34d847fd1ed21:0xe64d2da6aed3ec9a,['Ice cream shop'],"Bright counter-serve featuring Mexican-style ice cream & popsicles, plus fruit & aguas frescas.",4.3,543,4
